Text,Latitude,Longitude
"@Jack93882578 I'd say the day AR-15's are as regulated as a decommissioned tanks, rocket launchers, grenades, &amp; machine guns then you won't hear a peep from me. You can't purchase any of the things I listed as a private citizen or militia because they are WELL regulated, &amp; for good reasons.",26.0295373,-80.369507
Well we know he abused his own son and held a gun to his wifes head. So his position on guns is he likes to press them against women's heads. https://t.co/7uepKY45iw,33.775633,-84.280759
Well we know he abused his own son and held a gun to his wifes head. So his position on guns is he likes to press them against women's heads. https://t.co/7uepKY45iw,33.775633,-84.280759
@ABC His orders from Red China are to take our guns. The people need to say he'll now.,26.588782,-80.175957
"@mmpadellan He wants our guns, so when Red China attacks America, the people can't fight back.
He doesn't have the right to infringe on our gun rights at all; no buts.",26.588782,-80.175957
The boys are talking about guns and hunting... I am very uncomfortable. It's like a real Thanksgiving!!,35.663386,-84.120656
"MAGA 
Money And Guns Abound https://t.co/ea1FsqlbUq",33.393435,-79.1872336
"@BCross052422 I've cried with you. This is still so raw for me.  I wish my tears could wash some pain from you.  
I am angry we can't see the real problem.  Guns are the symptom not the solution.",29.141956,-98.778559
"@myprochoice I completely agree, how can you run on being tough on crime, but have no plans to reform our antiquated gun laws.",27.694323,-82.758209
@babymamiixo @VtechofMadden @nojumper 😂 you saying son you gotta be up north it’s illegal to have guns lol but not down south come on down buddy 🤣,34.994192,-90.135782
@RepLucyMcBath @Korkie I'm not happy that East Cobb got gerrymandered and we lost you and now have that redneck MD Trump gun lover as congressman,30.355644,-85.605166
Dudes always act extra tough with a gun in their hand...cause of a lot of unnecessary murders smh https://t.co/LzDP72gME3,32.04683,-83.353955
Dudes always act extra tough with a gun in their hand...cause of a lot of unnecessary murders smh https://t.co/LzDP72gME3,32.04683,-83.353955
"@WillC69504175 @BadOpinions5 @kylenabecker @RNCResearch These liberals need to revisit the Supreme Court case C vs. Heller.
This case will explain ""well regulated militia"" to them.
Joe Biden isn't ""allowing"" us to own semi auto pistols or rifles.
It is a God given right.
400 million guns &amp; 50 million gun owners &amp; we are keeping them.",33.752879,-84.3219475
Ban all assault weapons and all high capacity magazines. Raise the purchasing age to 30yrs old. High insurance premiums for every gun. Raise the price of ammo 200%. Tax the fuck out of it. Close all loopholes. Make it virtually impossible to own a firearm. https://t.co/XMAxpGKy29,27.578509,-97.662618
Ban all assault weapons and all high capacity magazines. Raise the purchasing age to 30yrs old. High insurance premiums for every gun. Raise the price of ammo 200%. Tax the fuck out of it. Close all loopholes. Make it virtually impossible to own a firearm. https://t.co/XMAxpGKy29,27.578509,-97.662618
"@kylenabecker @RNCResearch These liberals need to revisit the Supreme Court case C vs. Heller.
This case will explain ""well regulated militia"" to them.
Joe Biden isn't ""allowing"" us to own semi auto pistols or rifles.
It is a God given right.
400 million guns &amp; 50 million gun owners &amp; we are keeping them.",33.752879,-84.3219475
